Quantify Compound Summary Report 

Printed Tue May 19 17:18:28 2026

Compound 1:  SA

	#	Name	Type	Std. Conc	RT	Height	Area	IS Height	IS Area	Response	Primary Flags	ng/ml	%Dev	%Rec
6	6	260508_phytohormones_AKirchhofer_std_05_ngml	Standard	1.000	5.27	1858562	75691			75690.61700	bb	1.00517	0.5	100.5
7	7	260508_phytohormones_AKirchhofer_std_1_ngml	Standard	1.000	5.26	1792297	75030			75030.25800	bb	0.99640	-0.4	99.6
8	8	260508_phytohormones_AKirchhofer_std_2_ngml	Standard	1.000	5.26	1784872	74962			74961.90600	bb	0.99550	-0.5	99.5
9	9	260508_phytohormones_AKirchhofer_std_5_ngml_1	Standard	1.000	5.27	1802097	74378			74378.19500	bb	0.98774	-1.2	98.8
10	10	260508_phytohormones_AKirchhofer_std_10_ngml	Standard	1.000	5.27	1817863	75435			75434.71100	bb	1.00177	0.2	100.2
11	11	260508_phytohormones_AKirchhofer_std_50_ngml	Standard	1.000	5.26	1725105	76106			76105.82800	bd	1.01069	1.1	101.1
12	12	260508_phytohormones_AKirchhofer_std_100_ngml	Standard	1.000	5.26	1805302	74618			74617.65600	bb	0.99092	-0.9	99.1
13	13	260508_phytohormones_AKirchhofer_IPA_2		1.000										
14	14	260508_phytohormones_AKirchhofer_MeOH50_3		1.000										
15	15	260508_phytohormones_AKirchhofer_MeOH50_4		1.000										
16	16	260508_phytohormones_AKirchhofer_Blanc		1.000										
17	17	260508_phytohormones_AKirchhofer_B1		1.000	5.26	796720	32117			32116.58000	bb	0.42651	-57.3	42.7
18	18	260508_phytohormones_AKirchhofer_B2		1.000	5.27	888339	37343			37343.05100	bb	0.49592	-50.4	49.6
19	19	260508_phytohormones_AKirchhofer_B3		1.000	5.27	612131	26370			26370.31400	bb	0.35020	-65.0	35.0
20	20	260508_phytohormones_AKirchhofer_C1		1.000	5.27	785146	32630			32629.73000	bb	0.43332	-56.7	43.3
21	21	260508_phytohormones_AKirchhofer_C2		1.000	5.26	526545	22176			22176.19500	bd	0.29450	-70.5	29.5
22	22	260508_phytohormones_AKirchhofer_C3		1.000	5.27	570265	23624			23623.97500	bb	0.31373	-68.6	31.4
23	23	260508_phytohormones_AKirchhofer_std_5_ngml_2	QC	1.000	5.26	1664909	72700			72699.81300	bb	0.96545	-3.5	96.5
24	24	260508_phytohormones_AKirchhofer_S1		1.000	5.26	775509	32634			32633.55100	bb	0.43337	-56.7	43.3
25	25	260508_phytohormones_AKirchhofer_S2		1.000	5.26	820731	33997			33997.35500	bd	0.45149	-54.9	45.1
26	26	260508_phytohormones_AKirchhofer_S3		1.000	5.26	848153	36035			36035.20300	bb	0.47855	-52.1	47.9
27	27	260508_phytohormones_AKirchhofer_U1		1.000	5.26	774523	31310			31309.69700	bb	0.41579	-58.4	41.6
28	28	260508_phytohormones_AKirchhofer_U2		1.000	5.26	882928	35994			35994.15200	bb	0.47800	-52.2	47.8
29	29	260508_phytohormones_AKirchhofer_U3		1.000	5.26	615484	23625			23625.19900	bb	0.31374	-68.6	31.4
30	30	260508_phytohormones_AKirchhofer_std_5_ngml_3	QC	1.000	5.26	1689937	74229			74229.06300	bb	0.98576	-1.4	98.6
31	31	260508_phytohormones_AKirchhofer_BC1		1.000	5.26	422380	18634			18634.43600	bb	0.24747	-75.3	24.7
32	32	260508_phytohormones_AKirchhofer_BC3		1.000	5.26	179060	7673			7673.48800	bb	0.10190	-89.8	10.2
33	33	260508_phytohormones_AKirchhofer_BC4		1.000	5.26	207526	8926			8926.38500	bb	0.11854	-88.1	11.9
34	34	260508_phytohormones_AKirchhofer_BC5		1.000	5.26	152815	6063			6062.84500	bb	0.08051	-91.9	8.1
35	35	260508_phytohormones_AKirchhofer_BT1		1.000	5.26	194801	8582			8582.07300	bb	0.11397	-88.6	11.4
36	36	260508_phytohormones_AKirchhofer_BT3		1.000	5.26	171924	7276			7275.91900	bb	0.09662	-90.3	9.7
37	37	260508_phytohormones_AKirchhofer_BT5		1.000	5.26	315598	13460			13460.29700	bb	0.17875	-82.1	17.9
38	38	260508_phytohormones_AKirchhofer_MT1		1.000	5.26	155147	6535			6535.41000	bb	0.08679	-91.3	8.7
39	39	260508_phytohormones_AKirchhofer_MT2		1.000	5.26	151177	6225			6225.33300	bb	0.08267	-91.7	8.3
40	40	260508_phytohormones_AKirchhofer_MT3		1.000	5.26	180115	7105			7105.23200	bb	0.09436	-90.6	9.4
41	41	260508_phytohormones_AKirchhofer_std_5_ngml_4	QC	1.000	5.26	1742083	73578			73578.06300	bb	0.97712	-2.3	97.7
42	42	260508_phytohormones_AKirchhofer_MT4		1.000	5.26	203885	8521			8521.22800	bb	0.11316	-88.7	11.3
43	43	260508_phytohormones_AKirchhofer_MC1		1.000	5.26	240008	9642			9642.29100	bb	0.12805	-87.2	12.8
44	44	260508_phytohormones_AKirchhofer_MC2		1.000	5.26	268089	12005			12004.65300	bb	0.15942	-84.1	15.9
45	45	260508_phytohormones_AKirchhofer_MC4		1.000	5.26	109829	4396			4396.39800	bb	0.05838	-94.2	5.8
46	46	260508_phytohormones_AKirchhofer_MC5		1.000	5.26	359722	14548			14548.06100	bb	0.19320	-80.7	19.3
47	47	260508_phytohormones_AKirchhofer_B_1		1.000	5.26	554891	23728			23727.73800	bb	0.31510	-68.5	31.5
48	48	260508_phytohormones_AKirchhofer_B_2		1.000	5.26	377061	15531			15530.55500	bb	0.20625	-79.4	20.6
49	49	260508_phytohormones_AKirchhofer_M		1.000	5.26	193325	7735			7735.13400	bd	0.10272	-89.7	10.3
50	50	260508_phytohormones_AKirchhofer_unknown		1.000	5.26	418447	17836			17835.67200	bb	0.23686	-76.3	23.7
51	51	260508_phytohormones_AKirchhofer_std_5_ngml_5	QC	1.000	5.26	1799525	74879			74879.10900	bb	0.99440	-0.6	99.4

